"date","yd1.Store_StaffGage","yp1.in_situ_average","yp2.TerraClimate","yp3.ERA5","yp4.CRUTS_adj","yp5.MERRA2","yp6.CAPA","yp7.NCEP_NARR","ye1.GLEV","ye2.CRUTS_PET","ye3.REA","ye4.ERA5","ye5.MERRA2","ye6.NCEP_NARR","yr1.DWP"
2004-11-01,"33.860198240000003",9868.06985680085,7225.97293278135,8653.98343631625,11770.2205179165,9314.35149059415,4113.9776537397,6892.99119192555,10478.8142950199,6728.86417400145,2934.25961791995,2946.56776477695,3226.62494688615,7261.30260093195,-14.574939788
2004-12-01,"40.441295719999999",9712.48181991364,13861.8192017491,18392.7534919772,25910.7926240597,8442.04487285425,1976.62993769885,17268.2556106483,7224.62314999215,5187.4248671791,1167.43861200645,1976.2213402106,2898.53144967785,9867.8486297223,-17.815619046
2005-01-01,"47.182151500000003",15675.7470994513,15234.8506959146,19080.8085817552,28492.5382977963,15625.8182882429,3548.13801316645,26739.0080209461,4273.0908016117,3860.60261332775,296.01033544175,822.79877021225,2216.86486127045,6560.97737136185,-21.264469112
2005-02-01,"60.00945299",8420.73544853287,8369.74666500497,7778.11277060293,13866.5191096103,10014.3287599971,3600.05085717367,8948.23093454889,3192.10218933445,4989.57961779148,302.088598593783,500.563877240292,3425.49465454598,9570.37356414782,-23.081747758
2005-03-01,"70.054305330000005",7670.84679502877,3871.61197349663,10950.5952675598,9894.01639326908,9029.24880300072,1909.74725509907,12072.0725719668,6466.15397546227,8706.89002079557,2062.22840422937,1988.33982045743,6984.48679008165,15361.1029613721,-24.71189425
2005-04-01,"97.877808610000002",2885.70687003732,2042.8641306632,3750.3368693796,5208.1070261276,8238.6944494314,2761.8349220754,4061.7141565704,10751.7977543572,13851.299211432,5708.5961233968,4743.9830318606,9580.3167125692,19861.5144185542,-40.006761552
2005-05-01,"282.8282931",5912.67348752803,4961.3571760894,7074.4802598608,8357.3862751628,8728.1031331468,2573.7068868764,8981.940587139,14047.584577675,20339.5398209604,12463.0944276334,8751.1047690802,14468.734725716,30810.018352793,-199.058198698
2005-06-01,"332.29243889999998",2902.08490760065,1277.94912511912,2332.59208263095,2386.17289665378,3900.97189882237,927.3266852957,900.807804173917,21318.558833391,25022.439416568,13936.8740725366,12652.0558560692,15380.1079652373,45198.1367747263,-228.728838032
2005-07-01,"161.8130295",4136.79267882339,534.839065382683,977.76537779735,948.654762087242,340.1288789165,4868.53320654719,2291.14590865722,25227.8548133017,33261.2749598536,14094.4886551687,12276.9374662741,14526.3374605271,44054.2370867312,-152.232513666
2005-08-01,"48.894018899999999",4238.91277280156,1402.89899867888,4677.97065643347,1404.29758488775,6384.05857910458,1781.01052746317,2491.36403673438,27334.4361023867,28061.2596658099,10692.5930580894,12281.2178680095,7747.83579820917,32236.4358960746,-61.304703796
2005-09-01,"36.092368860000001",3524.33007789588,1600.31773242667,2152.59626561333,1797.11658726987,2984.6673879596,565.849307108933,784.835763333733,23933.5585299745,20186.1054307352,7010.97681802213,9331.9662826352,4084.58320027253,19239.040113914,-26.588509036
2005-10-01,"30.953566370000001",1932.78030485123,1455.5156027875,2208.5465049775,3096.8090715605,2627.522349985,1670.008627488,1616.634262021,17802.1177289085,13202.4402896832,4387.503671761,6022.26880799317,2122.078306003,12600.6280463772,-12.408812232
2005-11-01,"27.45945554",8545.42959853519,1557.9631837168,3978.07185533345,2587.03055158275,2894.99419054667,520.32993182555,3051.16200821075,11982.013859257,8209.23636774027,1911.83013152915,3706.13186889102,1742.16411006365,8274.40690968045,-15.638214396
2005-12-01,"44.379126540000001",18862.202504062,12746.3051656223,30345.35411088,26516.2642951941,16107.8935787376,2299.8564772939,30897.2171732066,7683.9278258974,4847.35852891325,1441.28591635892,2282.15925115937,2799.49497290452,9268.60019207902,-25.38947437
2006-01-01,"46.499415550000002",18441.8203132901,11340.1921923376,15582.5271783061,22561.7217367893,8529.13526519624,2226.15073038294,15684.0663506656,5585.67493227177,5628.79226899337,493.824717048308,1917.09937601736,2878.53386190895,11225.1983405865,-25.70074107
2006-02-01,"61.709206289999997",6903.24841755097,3729.85829388028,9209.55767200155,6880.8007584457,5960.83496021518,1299.68721713602,7774.61403221518,5478.97516354843,7300.65058106842,1363.9217133885,1463.82776036448,4641.56061602407,13071.2536526501,-29.857505664
2006-03-01,"63.86362364",10451.9671964685,6376.74964023205,15044.1212480959,15958.7846008472,13631.8869237986,2583.48827475982,10922.3512605424,7101.50068944114,8561.51382290714,1971.04909061956,2574.13470490333,6241.34357852652,18809.6400593312,-26.555687704
2006-04-01,"134.30539809999999",6807.28536270457,5857.97777957058,15640.5762681841,14461.2308150163,14220.0934027002,3872.29379092417,15045.2810097397,8114.51087381733,12882.4509363642,5712.60025690108,3770.2971976725,8328.63770135008,23327.3070975936,-46.96076504
2006-05-01,"485.3651721",5071.31090440111,1712.24412444553,5057.9653371734,3815.01977041093,3740.14472004467,1227.10084626,3703.39874070173,14119.2240606354,22376.1797027943,11818.8815546883,8723.4325962212,15155.2332512313,34908.2522070937,-231.348861858
2006-06-01,"604.49727189999999",3303.31119062458,276.114944805067,1437.89604219697,661.149832258633,3264.9603637423,1583.87154406217,696.190605012133,21623.6497672916,28124.0433075033,14447.1066251265,12248.4526377509,15505.1868487619,44114.8083626533,-348.566710216
2006-07-01,"242.2679444",4728.36012664745,517.16043439,2287.1208431275,897.60816458,9896.885717195,5238.4268484325,6863.5805808925,26375.054823475,33303.1332017,13634.6681952675,12714.29036969,12446.387717195,42926.3463809,-149.719327046
2006-08-01,"52.564455799999998",2793.07013407146,0,570.298196679475,238.974119582567,165.619035191167,272.02880444875,113.391548635175,29864.9613074451,27862.1824332104,10170.2194126628,12451.5971411736,7403.43314780281,38841.5729467062,-50.073846928
2006-09-01,"41.551167990000003",2498.25854111759,0,320.3797339808,242.7739495064,36.4176804056,159.6278775416,505.8552292144,24655.4428570424,21037.4807667856,6564.0337314448,9278.0925968328,3417.8091593256,22731.0338734128,-24.819201228
2006-10-01,"32.412060250000003",4195.00899951742,1145.0814740275,4425.18081027,2750.2782942325,1836.845927395,2010.4027963,1553.7909821675,17795.5595943925,13321.25328068,4772.26373779,6558.2794449975,2696.0481783425,14221.894811975,-10.155972614
2006-11-01,"33.770271999999999",2259.97407990194,1593.953409775,3890.8255573875,3047.40463244,2974.311072605,344.9107373475,1928.1539770675,11369.7917532825,6595.6692929875,2012.490532315,3974.9357301075,1705.712033115,14697.162359505,-14.66091837
2006-12-01,"26.655622709999999",4473.83092354288,5070.037006526,6448.4085846484,9484.6961387228,4996.5659543716,1246.7735206564,5119.9255722244,8284.6818365008,6345.6594711892,789.5150378124,2648.0893933304,1895.5258231436,9934.7197408252,-11.935955514
2007-01-01,"30.165631770000001",2859.05077134491,2009.513889735,3533.8910815225,4139.780959055,2742.2202611475,1559.194666125,1404.23358153,6061.0437114125,6350.8302062225,766.9694623275,1255.9377350975,1911.122759235,10888.4618776,-12.236571344
2007-02-01,"35.283166370000004",8272.48026000992,5114.9720457972,12202.1762707854,10291.6778083488,8743.1558573016,1236.2683586058,12203.7615489762,4079.4493342014,6160.97007774,673.5427287498,508.4120315502,3046.8573436338,12952.8216396414,-13.683392626
2007-03-01,"49.565355140000001",3204.35748292357,1928.5377072093,2309.8579918161,4089.6258400866,4284.9099601605,801.7938058526,1691.0414236771,6796.8315072966,11325.9884767018,1613.8225566199,1002.5005801921,6193.1124736107,17696.8868117833,-19.496541626
2007-04-01,"58.70694357",3087.91725096896,2132.966752436,4554.0444085968,5091.6306427792,5092.6330222456,1925.9513754104,3909.5452361784,11207.0210380752,15026.7716534832,3836.6015240488,4220.742077604,6251.3774373024,26286.0216644376,-26.987906222
2007-05-01,"120.2921853",3079.18947674301,709.8553572671,1118.9604142431,1494.2901312625,1244.6547452878,722.5515688193,1134.0634518653,17831.3198244984,23893.1808417368,7006.9701833692,10315.8058385613,8223.9707831402,36663.7082000937,-74.539721172
2007-06-01,"114.483864",4003.90648112562,169.8884530725,206.04127858,499.9831989325,368.5348203825,1275.97466958,177.759282805,23758.9149141575,28481.2996632925,7781.6781594475,12271.6774765825,6372.1360624225,43727.432234975,-61.293387782
2007-07-01,"49.110493759999997",5455.96325274022,230.9491673818,1681.6200588348,468.2501405876,4105.2859664908,2492.2183356644,1660.1375915628,25924.1128439496,33376.308662165,7676.0704772682,12883.9161369352,4443.7217364372,42464.08509091,-24.186681656
2007-08-01,"20.511929909999999",7535.5933006372,1633.910759088,1410.77211552,1398.753291888,8237.155576848,2106.908635872,3056.94438624,27548.60561088,28385.259840768,7654.080755904,12240.219631632,2938.985121648,32338.040932752,-15.92113691
2007-09-01,"16.281263039999999",3831.67966368186,1472.78516807392,2221.84855923567,1809.112979171,2375.90265177583,1546.96673370675,900.549964084417,23240.871526391,20072.1707215198,6843.11195973567,10242.3618226851,2481.88371035517,22343.7771734624,-8.958534179
2007-10-01,"16.516641799999999",2494.73612516516,1169.92403069332,1935.25044166665,2731.94258236995,3008.71278276622,656.815424052525,811.4196711279,17975.9122610477,12863.4011824361,4435.73612414985,6031.09790360017,1996.54687339883,16024.050579097,-4.975482352
2007-11-01,"21.599517179999999",1883.79495918984,992.925182725892,1897.76687017862,1877.85515133279,1054.60490453533,755.546930337333,2646.09958015547,11443.1627085509,8285.33610663826,1646.37142537114,3551.5738277975,1328.80218174383,14935.6984233792,-8.841478657
2007-12-01,"22.00836129",5751.34221977604,7710.1927385621,10919.3588994035,14820.9696650568,6873.6880083304,1523.9270060976,6379.7406685606,8129.7481797671,5346.5439616186,878.3154778984,2935.2086418218,2157.9262469587,11116.4990985268,-9.40696469
2008-01-01,"37.236658060000003",23124.118894921,15748.898156028,24673.2596105395,30963.0116524053,13977.0268834543,3798.8694960002,28369.8010260826,5476.8988710089,4429.9936324607,561.8236757762,1674.4839984287,3292.3223377021,11384.0755742805,-19.43505438
2008-02-01,"36.667224969999999",9300.94423605587,6173.18113446585,15296.8310647568,10736.5043692433,8835.54898346167,2363.4806737608,12550.6012023418,4437.57973801717,6303.26417166735,80.734465808475,417.802168703775,2998.4054665815,10928.7583237846,-15.004265136
2008-03-01,"58.15899203",2332.72507554475,486.152084388067,1151.4363915346,1259.9298967334,2165.03332160447,693.657295217733,757.662349689333,7507.90769018927,10421.7824798773,2021.1108282822,992.139306219,7071.1180029856,21139.8066601491,-26.920333666
2008-04-01,"91.192462419999998",1864.01166719699,95.6608869020583,342.113454824583,438.856479812608,872.815984288658,311.362864700917,51.2012286340917,12012.3360718891,15289.2485095038,5542.20570897235,4080.38321474286,10176.7612098955,24477.3088911818,-38.636755382
2008-05-01,"224.4298004",6280.30093830459,1790.5228475034,7134.16253631153,3425.91971604273,10487.5008608581,8821.85534621773,4772.01151839553,15826.8582336027,20843.5646546061,9304.9724000266,9388.98954422366,10269.0112610814,29521.3725472662,-124.796120028
2008-06-01,"263.03109430000001",3270.2434423303,0,518.631336616933,248.269967096467,59.3574077230667,166.216077413733,0,22389.5341959865,27587.0713119251,12301.0509412654,12157.9077258895,10956.5166625742,44697.397388438,-157.675935388
2008-07-01,"97.931624670000005",4583.63017454681,250.90306385705,776.2268677653,712.03336276515,634.6598233077,300.00213869105,2.0591641181,26096.0426482161,31777.2029545683,9986.25182779025,13019.3224444693,7401.04872757695,37573.713823783,-64.279497392
2008-08-01,"29.166578220000002",4038.3740884837,0,439.9433584803,235.1068622889,221.287254638475,310.958658609525,42.74912567865,27829.3646599787,28636.3816616864,7631.54877613117,12092.5979796496,2899.55763634185,26659.9735385968,-23.960133634
2008-09-01,"27.035648890000001",2609.8724845881,200.06274439445,525.1206205332,384.7129326138,3416.1376090745,147.621230939567,299.189388190833,23566.3404186707,21252.5669306983,5402.66898615777,9002.13916577403,1245.187898149,16107.5859202991,-15.582399258
2008-10-01,"23.498053580000001",2293.60441685207,634.397053627867,2910.45807923027,1586.66405016347,1833.12936876213,898.495048564133,2197.1900435508,18493.0581677191,14159.7424109269,4260.08021032573,6134.8573770016,1884.433310612,14130.9266894487,-8.322801511
2008-11-01,"38.845385759999999",7265.96803762535,5866.08221036431,5941.94899715747,9153.09857522681,5554.52400227191,1649.24192217553,7183.16529724097,10989.1285976874,7495.91254811254,2515.28925688699,3627.42162435993,2581.06310884408,12989.1373370666,-16.215546932
2008-12-01,"35.167081459999999",4812.77007195009,6411.9427174638,9108.5259727377,11819.1476365218,7385.4118022985,993.7830817503,5444.99285720895,8556.7300352352,5320.1309038839,862.1453585817,3421.30919917905,1867.5301134627,11516.1107530635,-14.28213411
2009-01-01,"34.511749450000003",5084.58976681856,5192.42995289553,4070.71536779302,10099.9299504787,4720.07550741624,1893.31247007406,4873.60590197165,5630.40270935892,6226.99666210511,896.130143157183,1214.16625631048,2800.94555494072,9671.38965945329,-13.972230126
2009-02-01,"45.077109229999998",7995.19897875378,6484.6756872504,11367.9061772944,11253.1508414838,10078.1045158806,3328.3717561044,7184.03018560695,4579.5729428055,6040.922833665,545.66110861065,1465.6083135723,3414.52729051245,13679.9767669225,-17.98193868
2009-03-01,"63.176121240000001",8173.01351037331,2318.20962312907,12415.9033792327,6933.87543297667,6807.04669690093,2508.0517821616,5459.9235301628,7487.54831057973,9744.3389085452,2220.54020303187,2412.1177223756,6768.1740922448,20556.5090520656,-25.091138866
2009-04-01,"96.097434879999994",2511.88456051664,976.54964883125,2708.82949010375,2972.0908256325,3837.59631605187,670.6588158075,3043.51201733313,11534.4602242188,14894.0206702056,5420.78816148187,5858.44667348688,9097.09086446062,26825.9270955894,-33.930891784
2009-05-01,"243.378287",3797.43618637689,2337.55999074678,4446.92144751178,5172.96451232637,10686.0640615761,1927.55575238336,4702.26250568288,14643.6434552164,23580.07553196,9936.83436434088,9759.07127685903,11632.431357259,33436.205385913,-133.672708454
2009-06-01,"260.53769549999998",3869.18908157683,3476.09074267813,9050.15174822688,4661.40015647313,15824.3513404113,5627.60833694313,4367.94142364125,18554.3358058825,25069.14414342,11585.2484046325,11287.4595345281,9192.6485415375,39415.1249765,-147.109951962
2009-07-01,"102.45295369999999",3071.94262233107,421.91532800625,1676.16763322937,646.603958836875,1386.35077907625,856.860205865625,739.584567255625,24450.5261761231,32304.7867453675,11603.5413666656,12629.3823392831,9281.8357083075,42527.8399215312,-53.48889525
2009-08-01,"33.940654459999998",2922.31071967445,768.8265890575,2871.61583499455,692.741941961183,1303.22663021348,1344.92822179897,1300.26923294033,26365.6355285696,27535.4425073748,9241.79173089428,12009.3125711573,4751.5524714537,34006.9949884499,-25.958638292
2009-09-01,"25.513950399999999",3276.72347331015,200.34445434465,724.907534151675,433.39942060275,431.646330379775,161.1265145371,166.522012262375,22249.9488271658,21549.2455188432,6147.9815647495,8745.20283176067,2027.14188145332,22503.1924972148,-12.828227342
2009-10-01,"30.073356799999999",8625.98104505561,2696.55175132482,10253.5016073114,7133.49087114202,4729.9076398535,1734.49106450013,10377.2374013194,17951.8162550125,12225.7746579428,5304.08427553723,6808.80652119048,2808.99395209767,15309.588111082,-10.61030014
2009-11-01,"31.559364309999999",3897.43386430093,732.549815347083,2824.24089858437,1779.35432931625,2482.23194593275,2707.11512000258,2973.58561220175,11777.2410130496,8004.68340002712,2496.01587338538,3788.88783687179,2544.47636302421,17567.6010713025,-13.19826283
2009-12-01,"35.25365429",7874.55653815888,9167.73825763485,10327.6308126516,18253.2755416533,10714.0860035405,1373.47433958978,11828.8801342616,7328.75891707262,3903.08861639692,790.3538580845,2462.36609573785,2194.56855309898,9606.48215442565,-14.781587772
2010-01-01,"39.302191880000002",11957.7716322851,8065.25296347897,14881.5427939269,15416.039376003,8752.98219240968,2585.87902732765,15593.4990597536,4218.1787004516,5104.03880236833,528.89314785715,1443.02893236642,2494.18163345882,7982.84859614387,-15.323376222
2010-02-01,"50.955607839999999",9896.9626517581,6017.94396290403,11146.0105487143,13204.9979394304,9611.50953797558,1956.48105287245,16360.768075061,3644.34268729126,5998.46841547417,546.532004367158,431.906555631958,3205.01439379756,10985.6708382092,-20.79806308
2010-03-01,"59.405304620000003",5280.26039633755,2466.02849780017,5572.93786359485,5646.55401759435,5555.79997787482,765.285217270525,6478.4946762942,7378.81128251662,9846.19701301863,2517.10326288312,2316.96456032002,6871.13071762022,20659.0420866823,-25.611742386
2010-04-01,"92.233064519999999",6895.89364143227,3444.58557488513,10798.9751830886,9613.77928313959,8807.70079612813,2694.84686915197,12742.7327426907,10501.4179015964,13794.648033081,6196.34945696182,4774.19958595346,9148.1409676878,25963.1902467981,-34.985183788
2010-05-01,"241.901749",2431.76738371879,1606.11445553611,2637.75143246342,3569.40993353503,4846.42262332813,1706.39168226033,2611.87983388098,15190.996337589,19258.6983345758,9754.98514029169,9003.31506916244,11103.9285576937,31506.6982896461,-120.511973824
2010-06-01,"406.53662730000002",2118.30957829761,159.624036522475,1187.89553022455,484.676351760825,2790.8823108628,84.437060124725,489.876787801275,19191.8339964284,26973.2051630758,13298.0836827256,11165.8559498918,12577.0189907355,31826.6815699287,-176.309524198
2010-07-01,"152.86951569999999",3277.09102664748,336.36213554304,1209.36708846976,760.01944811328,2099.86922811536,484.01275015456,1149.31923908464,24129.785696099,32648.3538053824,12869.5518617512,12596.3995098678,11099.5899185595,31770.1552683576,-93.903121772
2010-08-01,"42.527268829999997",2070.04477293349,320.56403186367,720.81042743084,551.034576308663,668.06425940176,211.366361112773,0,27098.1648437281,26922.4728692432,9102.71601029583,12387.2699232599,5164.73401147539,28532.9205272674,-32.442731704
2010-09-01,"37.693477620000003",4774.49107110951,14.6461782902,164.601181080346,245.163517086554,430.499206370104,36.2511148755625,34.8499356651958,22983.8945751058,22262.1902905593,5971.33175770927,8145.38476251981,1941.80197421864,18395.2707754625,-18.23558501
2010-10-01,"51.309860829999998",11334.5729814515,3762.791026659,12589.522988928,8065.46785544769,14522.0627248166,11168.1496713334,12726.3237854676,16044.479739633,13253.5752507743,6250.87925458065,7096.78241262727,3794.47445506207,16605.6300951265,-17.709499608
2010-11-01,"55.434635620000002",9873.32164173322,5260.67368419948,11112.8563225566,8493.7390690045,7381.03169412354,1442.80227177718,11145.2822324269,11486.5669671539,7731.75609896769,3054.21452825277,4507.77078189275,3274.5765610921,14414.5512159863,-23.05604229
2010-12-01,"87.835701150000006",20234.23699142,16266.6423399958,28630.144678265,28905.6879081596,16125.5749036496,3331.73408767238,33662.4790063476,6621.35670075696,5569.50425884169,1125.37440153451,1839.0979225367,2528.27789273541,9529.44830984691,-35.78219753
2011-01-01,"79.910043459999997",3645.62401785981,3517.24726686334,3234.57230459255,7767.39624419293,4522.01654398746,1444.88138010795,3739.5486346665,5444.19776627607,5151.24403203608,342.000839535888,1868.3117788844,2401.40088375395,9252.94001638517,-32.497853046
2011-02-01,"77.763724629999999",9778.52008443764,8193.8022381085,14483.2189318812,14316.672798084,9057.7704530015,2967.99259256283,13313.9810836702,5574.91144156783,6442.12511035017,691.827845701167,728.333341864333,4512.0096,16529.4963979553,-31.264337772
2011-03-01,"95.11606003",12758.6762733301,7808.65035757378,24450.6839800223,18758.5100913605,14335.4086354278,3583.44870936213,21021.8542124137,6133.56996835169,9112.67797499744,1086.85677498507,1361.23117008872,5590.08108154123,17096.5554837789,-33.6831683
2011-04-01,"150.06607159999999",5837.72875901955,1028.10108738949,3443.23069117339,2894.23068060829,5712.5477561821,945.863656460884,3015.59175821348,9654.59508344398,13544.434528687,5262.42789823286,4237.16092620365,9463.67297178652,24023.8191669585,-53.846245916
2011-05-01,"335.8200023",3678.27626967198,3496.86067704219,4901.99433007977,8878.95857067691,7645.30887661558,1839.18618908339,3662.67768192494,15185.5351410471,19353.9931956931,10436.4786498844,8765.74193964908,13074.6434421122,31078.3581113162,-171.7400802
2011-06-01,"531.43731709999997",4984.76552973486,3913.99328692184,5398.62293005081,6026.68139661485,4295.49772550197,3690.57545101729,4222.78997032085,18685.5536395221,25393.3847757513,14994.0845033763,10938.0213319573,15096.4263060236,40162.4745315971,-280.607755396
2011-07-01,"258.2130737",3623.94022488498,381.787567109057,2304.77807619069,672.452906367962,5585.53860878538,1176.52694565211,2105.01259220189,23997.3902540709,31901.9383543843,14132.3587432264,13412.8563659581,13516.6058833856,44325.3021758781,-163.988976672
2011-08-01,"75.616562110000004",3047.58658665813,31.4939334717675,368.165620366238,384.520807665307,299.276812588388,98.351527419525,248.531611828388,26414.8410076377,29443.5133448201,10760.0905028153,12263.2845057668,8211.13287756909,35297.9840569213,-57.225536746
2011-09-01,"56.90843941",3612.33686035624,508.709586842834,1456.02436439119,762.593418713253,8117.61309927225,1267.78799419756,1659.2787717356,20960.5571887138,23413.8977231091,7314.91409256781,8528.2636391725,4097.46184855758,24155.6998430835,-35.881249424
2011-10-01,"37.979525000000002",3844.69821595375,2368.94724969331,4617.06500095483,5524.14390978441,2914.08492073309,1594.48951896269,3956.25423567558,17147.4657509554,14466.8786912612,5930.75954658834,6695.64239514493,3556.34045953085,17225.6248067979,-16.704636322
2011-11-01,"29.556809449999999",1644.4592431859,2394.40204476232,2897.42255863517,4690.20642806657,2806.34113014212,1951.37944559622,2320.92517632487,11948.8332067286,7595.23538469987,2299.22128853495,4317.00194358435,2138.5323031797,17932.9246815583,-13.726969338
2011-12-01,"31.08823941",2439.7072235865,298.362380449467,551.247012165486,1333.13898461856,775.004831405826,437.370255426763,254.416753340614,8385.41724201988,6610.25574248409,272.758905088198,2586.80963547849,988.180966880614,12484.4247541257,-15.341342734
2012-01-01,"29.19826758",7210.23537552998,5795.1071001772,10828.5487916698,11431.2247141311,6171.66863176097,1013.12821666237,10442.2162162465,5172.31155072457,6765.64287070277,878.4970499099,1464.95202582423,1889.1643095126,11328.7831801846,-13.121051452
2012-02-01,"34.229832479999999",3994.1623357186,3188.18203826657,3294.5676299682,5751.66109375295,4572.57526659691,1242.61412020437,2865.33106837609,5166.23983292495,7350.4619291024,1119.81770022692,1739.76819238047,3244.51112778003,15407.6438957508,-15.529463894
2012-03-01,"49.073589660000003",6150.65579667504,4188.69318584803,10517.6897047008,10507.884816439,8496.82436401265,1944.40241003984,7731.6506682295,7397.76615163481,10944.9707595051,1897.41536656399,2584.56037397875,5194.39063022951,23481.2764685478,-19.62794857
2012-04-01,"66.625288260000005",2506.25283389134,3320.37815792778,5517.61092784016,8284.14292934265,5326.31037899858,806.306035758271,5332.11246130558,10199.5079148299,15519.9699641902,5055.1345181641,5503.38615692894,7716.76776261117,26889.4852545803,-27.699796378
2012-05-01,"126.3709877",1917.10517213273,354.721147014315,728.80860574938,1293.36229467154,2363.44773701967,310.522929726292,486.474660799298,17948.9670706847,23585.6412113162,7313.33784625225,11813.1152131442,8650.65823928806,27136.9223275788,-79.801781874
2012-06-01,"149.690957",2830.96964788782,239.897403342907,1072.23545095357,1208.46828329899,604.44187385816,86.5630419754667,223.274136837307,23438.5110408877,27546.8403415697,8074.02876297008,12660.832196511,6889.27108502675,30227.9642864402,-77.560008444
2012-07-01,"52.874435640000002",4992.82053443537,638.446028476731,790.3100558276,1001.59733648827,1167.38270344945,427.402421907606,653.185518378296,26013.5995649386,32986.3780562532,7382.44911920396,12917.1781464134,3614.88971980154,27865.8928312732,-26.351064596
2012-08-01,"28.54636811",5861.31379047593,788.21307903078,1910.96300314099,770.25375980189,9738.17479611097,1340.37630516797,4542.82879065093,25270.2618364134,29688.8112490351,8318.30627527194,11785.9373241724,3716.76976907515,27659.8809769296,-17.438702256
2012-09-01,"22.84927012",2807.41000606993,536.675993602692,543.654657247358,690.727307263942,336.535436646467,198.5425004593,147.976047945167,21795.5515934669,21713.2223428582,5326.88814448024,8751.14329051964,1232.81467659452,16067.1377551994,-10.818390184
2012-10-01,"24.390498130000001",4732.40273143355,1263.06407165547,2307.46275527827,2806.42958227267,2699.3767216732,463.913129549333,2523.75937794573,17967.0494939681,14159.7424109269,4345.51276274627,6675.10191775853,1720.65533635333,11477.7037833076,-5.926368644
2012-11-01,"27.293231120000002",8618.23654236341,5693.22619247631,9816.02634926853,9828.98927810137,7048.3505995911,961.40175286789,8260.23245338192,11715.2153547185,7645.42312784764,1977.31455869112,3585.67152398565,2097.92755117511,10971.1301435867,-12.142876414
2012-12-01,"48.473640029999999",12960.3069240389,12215.4380300589,18279.6416819726,22399.7797531479,13668.6412586907,2519.5675674286,19210.7790538498,7291.54956893883,3942.72576548435,1724.08051214776,2925.39650172523,2826.09721554992,10714.3702067068,-23.518403446
2013-01-01,"29.480045520000001",1449.7388885009,1821.02624530933,3150.20211024183,4278.2979658375,2773.05876765217,1403.11515026567,2171.24601331333,6007.03481478683,5614.83092801067,856.8150794355,1246.2022017265,2529.18693536433,8681.5076833965,-15.424267058
2013-02-01,"37.26842139",1494.32460030516,1536.10737830877,918.676129083638,3123.78766149039,1642.05693187536,459.2618275213,632.387400631688,0,6856.16469738896,1413.421336741,499.237103579025,4087.37114789649,16154.7575342053,-16.382177004
2013-03-01,"47.500221609999997",2133.04104148225,1448.67645247787,2715.65964155168,3947.9950815436,5149.59970292069,699.850724000415,3573.81432199565,6248.79512900009,11695.5718333151,2020.31905215699,1036.11240875795,6456.68464394752,19906.3445830729,-22.758182788
2013-04-01,"61.131427619999997",3404.99574209129,901.469202830467,2113.6947397294,2778.05297217892,3371.57321014175,505.692005604725,1723.8834797165,12007.710323497,16314.6328734278,5068.93146754172,3560.20113853194,8324.16662661211,26177.266030592,-30.117555204
2013-05-01,"141.75173190000001",3092.84682235389,1179.32585584434,2901.80260564148,2558.28162210887,6846.4140940301,1510.99128664436,2697.25107124111,16975.5621180876,21707.7571878338,7858.8775518589,9822.96635411586,8046.50391835889,29893.7812656801,-101.612113092
2013-06-01,"146.83654670000001",2575.53004128528,851.87113949945,884.952766442675,1582.85726148253,3869.99813867398,156.3840584747,102.554000084725,22155.5252618756,27852.7661887795,8755.8500899058,11182.8576197259,7048.45021907355,30823.883124567,-100.641493146
2013-07-01,"60.917567009999999",4580.32793992273,1038.56986262505,2579.39264689555,1452.38316475841,18527.3313826663,854.225619287375,3147.49653841694,25029.117389458,33628.2602248058,8943.44426680433,12933.0523787968,4944.53042129175,31187.5610296765,-33.019583734
2013-08-01,"23.59839706",3532.54347280811,2376.18193154507,2839.90055993696,2205.43474965909,6911.67517068427,569.213958257707,2254.56897015029,25812.6658359911,27641.8934016188,7817.70394924341,12004.6460322603,3066.44743625931,23688.8294134724,-16.723679822
2013-09-01,"19.576965990000001",3538.78072381596,1162.16784930589,2128.70964061154,1842.45075716289,2257.07445346614,580.05450133043,1491.01441648264,21796.3877777672,19751.2472846905,6245.3661926838,9835.40482256276,2079.57273704383,14704.281244745,-10.640284224
2013-10-01,"21.009198730000001",3264.81970360977,497.20034889344,2364.45268933952,1629.62712467968,2494.86270352704,1216.251745936,1624.24958456576,17105.6531268544,13464.9812936813,4212.58160566784,5681.49581810432,1844.77933976128,10993.711154569,-6.858788181
2013-11-01,"20.34442752",1968.95481237051,2762.29186481248,2487.65702970876,4816.22287497988,2918.26038558964,2690.28515463344,1772.99131994348,10543.1244685931,7858.24437861372,1778.52009993476,3209.94729139084,1348.02891165852,8632.99279935456,-8.758719124
2013-12-01,"23.09458695",2390.09938566234,1620.54620508895,4123.7799945719,3810.34115317565,2298.0087561903,491.90487880565,4603.6584378774,7804.8824652886,5453.59378432425,658.076092417,2584.592786523,1808.98943381885,8452.8476178713,-10.424603706
2014-01-01,"17.681565939999999",5410.54506351819,1606.77748101852,5073.5811176301,3743.12359353222,2620.35325253724,1410.76272196866,4641.004666497,4924.4920890732,7073.62393877628,311.5122552366,1163.27129153664,1235.69136507102,9736.08845277228,-7.315390489
2014-02-01,"24.456327420000001",7535.28951022501,7096.9414060494,10517.6147393384,12630.7740533438,6693.9758797648,1188.3452148176,13910.4590497938,4233.3346309462,6941.9864866552,1286.1925434073,1547.0735705372,3000.0915408969,15472.5447421212,-10.462758928
